7.291615604,-11.11817154,-1
-10.98842578,11.99012451,-1
-9.030962998,-11.37735005,-1
4.05796376,-5.856783546,-1
-5.929450784,-12.56953591,-1
4.495972017,10.8302007,-1
6.151921315,1.183093336,-1
11.11894179,5.544470626,-1
-2.938936145,-7.26770052,-1
-1.941758593,-13.66965537,-1
-15.09193642,4.248946666,-1
9.086131341,7.727066544,-1
-13.28946101,-6.163170433,-1
-1.066048828,11.00188872,-1
-7.147768023,7.200746394,-1
12.89226145,-1.656647889,-1
-8.922439701,-11.39746706,-1
10.87489925,5.504487123,-1
-14.95077031,-2.86425858,-1
5.211419481,10.42364767,-1
-8.136164895,5.600991972,-1
-1.754008095,10.55551677,-1
12.42747322,-4.397091316,-1
-13.86070344,7.957343929,-1
12.56158752,1.860065986,-1
-5.72032375,-5.947402526,-1
-13.2387248,-6.716132058,-1
11.92296128,-5.385335828,-1
-14.3327882,-3.860697414,-1
12.63776647,0.603351527,-1
-8.773414066,2.727362884,-1
-7.192101766,7.056310679,-1
6.414281864,0.771305526,-1
-15.34130769,3.349576353,-1
1.515329555,-7.238988651,-1
-8.205840953,-3.160710041,-1
-11.36056885,-9.040607974,-1
-6.941438387,-12.22434117,-1
-3.863840028,-13.29204994,-1
1.638599212,-13.37744542,-1
-11.63392041,-8.835769673,-1
-4.584749175,9.568674456,-1
-5.862155447,8.181745139,-1
-7.138688982,-12.40352461,-1
-1.281642728,-13.89264344,-1
-9.229993567,0.32338983,-1
5.598306369,-3.87851443,-1
11.53629146,-5.417578807,-1
9.966485468,7.094329398,-1
-8.598531688,14.5900676,-1
2.315651692,10.9711504,-1
-5.204680319,-6.212219045,-1
-8.915883275,1.669921396,-1
-11.38945474,-9.03450956,-1
-7.157079693,-12.16656026,-1
10.37967008,6.189735989,-1
-8.334952323,-11.559293,-1
-6.872796869,-4.276431444,-1
-10.38996398,-9.866933136,-1
1.287168005,5.165865126,-1
-1.708052412,-13.87703074,-1
-5.033010234,-6.29924759,-1
-1.179461723,-13.7488409,-1
-2.287619393,-13.67850632,-1
5.027475872,10.72282313,-1
-0.011749218,-13.67513222,-1
-3.678831456,10.2697373,-1
4.761413475,10.38661944,-1
8.075841842,8.848876714,-1
5.9556136,2.20584579,-1
12.26867759,-4.19136252,-1
12.23033022,-4.382790392,-1
-11.97828419,11.01349548,-1
-8.704747802,-11.41459932,-1
2.712369494,11.04068325,-1
-10.72974607,12.35536807,-1
-7.155509689,6.762677104,-1
5.192467982,-4.921444038,-1
3.381940258,-13.3187498,-1
-15.52069659,1.847008614,-1
11.44039717,4.901475478,-1
-12.91507716,9.900517202,-1
-1.46447085,10.68308977,-1
-1.422923475,-7.6133988,-1
-14.76504048,-3.354281426,-1
-15.17896954,-0.565021107,-1
6.300730975,-0.195241063,-1
10.35350822,6.486366386,-1
8.486974062,-10.29662095,-1
-0.972873531,11.17450446,-1
-10.278989,12.85717575,-1
10.38485588,-7.988592049,-1
2.476020976,-6.706119294,-1
-2.485990444,2.996024537,-1
-0.175562241,-7.762389546,-1
-13.18276236,-7.048245629,-1
-9.562070459,-10.71486863,-1
6.149100278,-2.161955333,-1
-2.604291624,10.16046424,-1
-9.307688374,13.51214067,-1
6.290152994,-2.898695695,-1
-1.909263645,3.43261866,-1
5.894308038,-3.38301349,-1
11.71133897,4.191682604,-1
-9.13652351,-0.080540287,-1
3.804871081,11.01397253,-1
